LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43837129359139543
Amygdala;DICE;STD;0.05552008577420491
GreyMatter;DICE;MEAN;0.7212829515750829
GreyMatter;DICE;STD;0.011013012977361092
Hippocampus;DICE;MEAN;0.41975739491931413
Hippocampus;DICE;STD;0.0664138885070691
Thalamus;DICE;MEAN;0.6585907694761808
Thalamus;DICE;STD;0.13397513198613534
WhiteMatter;DICE;MEAN;0.81595798949002
WhiteMatter;DICE;STD;0.022150926684701897
