LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;13.277627296149294
Amygdala;HDRFDST;STD;1.5180953147122256
GreyMatter;HDRFDST;MEAN;3.5115371802016333
GreyMatter;HDRFDST;STD;1.1700883009677319
Hippocampus;HDRFDST;MEAN;14.922074675287101
Hippocampus;HDRFDST;STD;2.1051573302618647
Thalamus;HDRFDST;MEAN;8.818941832464796
Thalamus;HDRFDST;STD;2.5741532502169426
WhiteMatter;HDRFDST;MEAN;4.49271767832398
WhiteMatter;HDRFDST;STD;0.4642067027469327
