LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;14.095024674807714
Amygdala;HDRFDST;STD;1.1091796142021575
GreyMatter;HDRFDST;MEAN;2.152076313254063
GreyMatter;HDRFDST;STD;0.41056977717654614
Hippocampus;HDRFDST;MEAN;13.319979760454993
Hippocampus;HDRFDST;STD;1.3704521812413974
Thalamus;HDRFDST;MEAN;11.282317779421142
Thalamus;HDRFDST;STD;2.7035727332841546
WhiteMatter;HDRFDST;MEAN;3.441342136934863
WhiteMatter;HDRFDST;STD;0.3964395244631772
