LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4297805146751533
Amygdala;DICE;STD;0.05975694032468848
GreyMatter;DICE;MEAN;0.7125289605158753
GreyMatter;DICE;STD;0.012522168745010028
Hippocampus;DICE;MEAN;0.454775162494892
Hippocampus;DICE;STD;0.07149423783888355
Thalamus;DICE;MEAN;0.6677935371703815
Thalamus;DICE;STD;0.129934373405169
WhiteMatter;DICE;MEAN;0.8205301806788906
WhiteMatter;DICE;STD;0.029541465067076205
