LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;13.827519233421881
Amygdala;HDRFDST;STD;1.048671468739379
GreyMatter;HDRFDST;MEAN;2.4116517245265783
GreyMatter;HDRFDST;STD;0.4288775578040668
Hippocampus;HDRFDST;MEAN;13.767322707072916
Hippocampus;HDRFDST;STD;1.9392847855110087
Thalamus;HDRFDST;MEAN;10.429434799726149
Thalamus;HDRFDST;STD;2.9029105667004678
WhiteMatter;HDRFDST;MEAN;3.6945673539056827
WhiteMatter;HDRFDST;STD;0.38752040908107854
