LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;14.120521625267221
Amygdala;HDRFDST;STD;1.187800080131646
GreyMatter;HDRFDST;MEAN;2.1146264369941976
GreyMatter;HDRFDST;STD;0.4778650771559127
Hippocampus;HDRFDST;MEAN;14.173053268017053
Hippocampus;HDRFDST;STD;1.7957062849896057
Thalamus;HDRFDST;MEAN;10.377070649054462
Thalamus;HDRFDST;STD;2.4932718954282613
WhiteMatter;HDRFDST;MEAN;3.1364084996010924
WhiteMatter;HDRFDST;STD;0.2508818917937726
