SUBJECT;LABEL;DICE
117122;Amygdala;0.36384067923585967
117122;GreyMatter;0.7215841039838212
117122;Hippocampus;0.536705108610069
117122;Thalamus;0.7629865726298657
117122;WhiteMatter;0.795923717641419
117122-PP;Amygdala;0.36384067923585967
117122-PP;GreyMatter;0.7215841039838212
117122-PP;Hippocampus;0.536705108610069
117122-PP;Thalamus;0.7629865726298657
117122-PP;WhiteMatter;0.795923717641419
118528;Amygdala;0.34178826755459796
118528;GreyMatter;0.7239963207612276
118528;Hippocampus;0.3953669340356758
118528;Thalamus;0.696283124928301
118528;WhiteMatter;0.8190507707275748
118528-PP;Amygdala;0.34178826755459796
118528-PP;GreyMatter;0.7239963207612276
118528-PP;Hippocampus;0.3953669340356758
118528-PP;Thalamus;0.696283124928301
118528-PP;WhiteMatter;0.8190507707275748
118730;Amygdala;0.45614035087719296
118730;GreyMatter;0.7133182224891432
118730;Hippocampus;0.4435457988317607
118730;Thalamus;0.7047589553009188
118730;WhiteMatter;0.8303856538917186
118730-PP;Amygdala;0.45614035087719296
118730-PP;GreyMatter;0.7133182224891432
118730-PP;Hippocampus;0.4435457988317607
118730-PP;Thalamus;0.7047589553009188
118730-PP;WhiteMatter;0.8303856538917186
118932;Amygdala;0.45903859174001355
118932;GreyMatter;0.7093897050870157
118932;Hippocampus;0.48643050992715325
118932;Thalamus;0.7457707136674797
118932;WhiteMatter;0.7857090796260779
118932-PP;Amygdala;0.45903859174001355
118932-PP;GreyMatter;0.7093897050870157
118932-PP;Hippocampus;0.48643050992715325
118932-PP;Thalamus;0.7457707136674797
118932-PP;WhiteMatter;0.7857090796260779
120111;Amygdala;0.4182143867257471
120111;GreyMatter;0.7176505905960052
120111;Hippocampus;0.4772655565293602
120111;Thalamus;0.7399609928130594
120111;WhiteMatter;0.8457228248375028
120111-PP;Amygdala;0.4182143867257471
120111-PP;GreyMatter;0.7176505905960052
120111-PP;Hippocampus;0.4772655565293602
120111-PP;Thalamus;0.7399609928130594
120111-PP;WhiteMatter;0.8457228248375028
122317;Amygdala;0.5279447499680266
122317;GreyMatter;0.7298551048907886
122317;Hippocampus;0.47559211342123753
122317;Thalamus;0.685992737204755
122317;WhiteMatter;0.781508570219299
122317-PP;Amygdala;0.5279447499680266
122317-PP;GreyMatter;0.7298551048907886
122317-PP;Hippocampus;0.47559211342123753
122317-PP;Thalamus;0.685992737204755
122317-PP;WhiteMatter;0.781508570219299
122620;Amygdala;0.4455378678244091
122620;GreyMatter;0.713790315737649
122620;Hippocampus;0.3732550023266636
122620;Thalamus;0.6806173604461218
122620;WhiteMatter;0.8384409479286079
122620-PP;Amygdala;0.4455378678244091
122620-PP;GreyMatter;0.713790315737649
122620-PP;Hippocampus;0.3732550023266636
122620-PP;Thalamus;0.6806173604461218
122620-PP;WhiteMatter;0.8384409479286079
123117;Amygdala;0.36970405684986957
123117;GreyMatter;0.6892583638352761
123117;Hippocampus;0.27294376259388164
123117;Thalamus;0.2646364432182932
123117;WhiteMatter;0.773647989664802
123117-PP;Amygdala;0.36970405684986957
123117-PP;GreyMatter;0.6892583638352761
123117-PP;Hippocampus;0.27294376259388164
123117-PP;Thalamus;0.2646364432182932
123117-PP;WhiteMatter;0.773647989664802
123925;Amygdala;0.4738744659875123
123925;GreyMatter;0.6848435359398065
123925;Hippocampus;0.37932970117219744
123925;Thalamus;0.6561779896702423
123925;WhiteMatter;0.8042776495947848
123925-PP;Amygdala;0.4738744659875123
123925-PP;GreyMatter;0.6848435359398065
123925-PP;Hippocampus;0.37932970117219744
123925-PP;Thalamus;0.6561779896702423
123925-PP;WhiteMatter;0.8042776495947848
124422;Amygdala;0.5022
124422;GreyMatter;0.7003524195687597
124422;Hippocampus;0.4632728691242442
124422;Thalamus;0.7971907506791228
124422;WhiteMatter;0.7610296137223916
124422-PP;Amygdala;0.5022
124422-PP;GreyMatter;0.7003524195687597
124422-PP;Hippocampus;0.4632728691242442
124422-PP;Thalamus;0.7971907506791228
124422-PP;WhiteMatter;0.7610296137223916
