LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;13.5226592903153
Amygdala;HDRFDST;STD;1.9590012041980245
GreyMatter;HDRFDST;MEAN;4.094365334578436
GreyMatter;HDRFDST;STD;0.48597582964835556
Hippocampus;HDRFDST;MEAN;11.905022966853739
Hippocampus;HDRFDST;STD;1.7234930109185247
Thalamus;HDRFDST;MEAN;10.512419188117512
Thalamus;HDRFDST;STD;3.3599170842892483
WhiteMatter;HDRFDST;MEAN;4.4510596110978025
WhiteMatter;HDRFDST;STD;1.0431051425689901
