LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;13.600008547243851
Amygdala;HDRFDST;STD;1.1574832676518765
GreyMatter;HDRFDST;MEAN;2.228809012051959
GreyMatter;HDRFDST;STD;0.3638823818158402
Hippocampus;HDRFDST;MEAN;13.528442492772061
Hippocampus;HDRFDST;STD;1.5751964067249884
Thalamus;HDRFDST;MEAN;10.282900779293088
Thalamus;HDRFDST;STD;2.5222909354817813
WhiteMatter;HDRFDST;MEAN;3.4579139213008054
WhiteMatter;HDRFDST;STD;0.3779303016087589
