SUBJECT;LABEL;DICE
117122;Amygdala;0.39466744799296805
117122;GreyMatter;0.7302747487111012
117122;Hippocampus;0.5136145221569675
117122;Thalamus;0.7560541797783554
117122;WhiteMatter;0.7930317111107312
117122-PP;Amygdala;0.39466744799296805
117122-PP;GreyMatter;0.7302747487111012
117122-PP;Hippocampus;0.5136145221569675
117122-PP;Thalamus;0.7560541797783554
117122-PP;WhiteMatter;0.7930317111107312
118528;Amygdala;0.3742446755819713
118528;GreyMatter;0.6942788437696602
118528;Hippocampus;0.4139652448657188
118528;Thalamus;0.6843907351460221
118528;WhiteMatter;0.8412657618740362
118528-PP;Amygdala;0.3742446755819713
118528-PP;GreyMatter;0.6942788437696602
118528-PP;Hippocampus;0.4139652448657188
118528-PP;Thalamus;0.6843907351460221
118528-PP;WhiteMatter;0.8412657618740362
118730;Amygdala;0.46602844130495397
118730;GreyMatter;0.7019244388520964
118730;Hippocampus;0.4558185730839265
118730;Thalamus;0.6825958996358558
118730;WhiteMatter;0.8308748951227739
118730-PP;Amygdala;0.46602844130495397
118730-PP;GreyMatter;0.7019244388520964
118730-PP;Hippocampus;0.4558185730839265
118730-PP;Thalamus;0.6825958996358558
118730-PP;WhiteMatter;0.8308748951227739
118932;Amygdala;0.5019100169779287
118932;GreyMatter;0.7273543518003537
118932;Hippocampus;0.4802181818181818
118932;Thalamus;0.7416197442509077
118932;WhiteMatter;0.8090441571316452
118932-PP;Amygdala;0.5019100169779287
118932-PP;GreyMatter;0.7273543518003537
118932-PP;Hippocampus;0.4802181818181818
118932-PP;Thalamus;0.7416197442509077
118932-PP;WhiteMatter;0.8090441571316452
120111;Amygdala;0.4639155094856249
120111;GreyMatter;0.7035794864432392
120111;Hippocampus;0.4954607270187819
120111;Thalamus;0.7303207382532589
120111;WhiteMatter;0.8550626620456805
120111-PP;Amygdala;0.4639155094856249
120111-PP;GreyMatter;0.7035794864432392
120111-PP;Hippocampus;0.4954607270187819
120111-PP;Thalamus;0.7303207382532589
120111-PP;WhiteMatter;0.8550626620456805
122317;Amygdala;0.5602708257768105
122317;GreyMatter;0.7061494969423778
122317;Hippocampus;0.5075967164043721
122317;Thalamus;0.6736770691994572
122317;WhiteMatter;0.8072690662592693
122317-PP;Amygdala;0.5602708257768105
122317-PP;GreyMatter;0.7061494969423778
122317-PP;Hippocampus;0.5075967164043721
122317-PP;Thalamus;0.6736770691994572
122317-PP;WhiteMatter;0.8072690662592693
122620;Amygdala;0.4599276603845422
122620;GreyMatter;0.7160568171414171
122620;Hippocampus;0.3890538033395176
122620;Thalamus;0.6585968245352151
122620;WhiteMatter;0.830920129489885
122620-PP;Amygdala;0.4599276603845422
122620-PP;GreyMatter;0.7160568171414171
122620-PP;Hippocampus;0.3890538033395176
122620-PP;Thalamus;0.6585968245352151
122620-PP;WhiteMatter;0.830920129489885
123117;Amygdala;0.39781400169603315
123117;GreyMatter;0.7045915993295474
123117;Hippocampus;0.24381909547738692
123117;Thalamus;0.23445325542570952
123117;WhiteMatter;0.7865540623412122
123117-PP;Amygdala;0.39781400169603315
123117-PP;GreyMatter;0.7045915993295474
123117-PP;Hippocampus;0.24381909547738692
123117-PP;Thalamus;0.23445325542570952
123117-PP;WhiteMatter;0.7865540623412122
123925;Amygdala;0.4722598105548038
123925;GreyMatter;0.6893776824034334
123925;Hippocampus;0.3858166576527853
123925;Thalamus;0.6574499960575079
123925;WhiteMatter;0.8337336241675919
123925-PP;Amygdala;0.4722598105548038
123925-PP;GreyMatter;0.6893776824034334
123925-PP;Hippocampus;0.3858166576527853
123925-PP;Thalamus;0.6574499960575079
123925-PP;WhiteMatter;0.8337336241675919
124422;Amygdala;0.5294874544284796
124422;GreyMatter;0.7104806331479098
124422;Hippocampus;0.45427883892314636
124422;Thalamus;0.7976350796518312
124422;WhiteMatter;0.7920067482905756
124422-PP;Amygdala;0.5294874544284796
124422-PP;GreyMatter;0.7104806331479098
124422-PP;Hippocampus;0.45427883892314636
124422-PP;Thalamus;0.7976350796518312
124422-PP;WhiteMatter;0.7920067482905756
