LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4620525844184116
Amygdala;DICE;STD;0.05682293659242676
GreyMatter;DICE;MEAN;0.7084068098541135
GreyMatter;DICE;STD;0.012436728048301439
Hippocampus;DICE;MEAN;0.4339642360740785
Hippocampus;DICE;STD;0.07711531733791328
Thalamus;DICE;MEAN;0.661679352193412
Thalamus;DICE;STD;0.14904343506116002
WhiteMatter;DICE;MEAN;0.8179762817833401
WhiteMatter;DICE;STD;0.0223124230150313
