LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43919257056703404
Amygdala;DICE;STD;0.05198787615201663
GreyMatter;DICE;MEAN;0.7209608870245049
GreyMatter;DICE;STD;0.011014380638392154
Hippocampus;DICE;MEAN;0.41379904007033863
Hippocampus;DICE;STD;0.06105786724712359
Thalamus;DICE;MEAN;0.6654116231368856
Thalamus;DICE;STD;0.13576434314345934
WhiteMatter;DICE;MEAN;0.8151700955272888
WhiteMatter;DICE;STD;0.02189990170195342
