LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;14.118577926581613
Amygdala;HDRFDST;STD;1.4020546819016655
GreyMatter;HDRFDST;MEAN;2.294154940453322
GreyMatter;HDRFDST;STD;0.48667556872480555
Hippocampus;HDRFDST;MEAN;14.11051751520319
Hippocampus;HDRFDST;STD;1.8420899687973773
Thalamus;HDRFDST;MEAN;9.955402826642924
Thalamus;HDRFDST;STD;2.7549872158088258
WhiteMatter;HDRFDST;MEAN;3.6421248883498487
WhiteMatter;HDRFDST;STD;0.3673231515472506
