LABEL;METRIC;STATISTIC;VALUE
Amygdala;HDRFDST;MEAN;13.949999467805824
Amygdala;HDRFDST;STD;1.2639283398267405
GreyMatter;HDRFDST;MEAN;2.866260430497116
GreyMatter;HDRFDST;STD;0.6960970798433852
Hippocampus;HDRFDST;MEAN;14.53860788371845
Hippocampus;HDRFDST;STD;1.9567526168321974
Thalamus;HDRFDST;MEAN;9.68244214522463
Thalamus;HDRFDST;STD;2.313074599829813
WhiteMatter;HDRFDST;MEAN;3.9995960126662156
WhiteMatter;HDRFDST;STD;0.32129695838043204
