LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.41572512459388233
Amygdala;DICE;STD;0.05542950870311867
GreyMatter;DICE;MEAN;0.709964879355868
GreyMatter;DICE;STD;0.010997776242345504
Hippocampus;DICE;MEAN;0.37316439229893106
Hippocampus;DICE;STD;0.05132871335705045
Thalamus;DICE;MEAN;0.6621768600761824
Thalamus;DICE;STD;0.13917721466099162
WhiteMatter;DICE;MEAN;0.8063059054013065
WhiteMatter;DICE;STD;0.015521870603688055
