LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43979456072213735
Amygdala;DICE;STD;0.055682349163050725
GreyMatter;DICE;MEAN;0.719346256593058
GreyMatter;DICE;STD;0.013747141822017927
Hippocampus;DICE;MEAN;0.4431216615097737
Hippocampus;DICE;STD;0.0675871257342746
Thalamus;DICE;MEAN;0.6629919415087516
Thalamus;DICE;STD;0.13903311231644622
WhiteMatter;DICE;MEAN;0.8198756924677577
WhiteMatter;DICE;STD;0.027264325796056452
