SUBJECT;LABEL;DICE
117122;Amygdala;0.3900226757369615
117122;GreyMatter;0.7417957466191915
117122;Hippocampus;0.5474946056101654
117122;Thalamus;0.7494741127773631
117122;WhiteMatter;0.7960653489952194
117122-PP;Amygdala;0.3900226757369615
117122-PP;GreyMatter;0.7417957466191915
117122-PP;Hippocampus;0.5474946056101654
117122-PP;Thalamus;0.7494741127773631
117122-PP;WhiteMatter;0.7960653489952194
118528;Amygdala;0.3367635005919315
118528;GreyMatter;0.7145210708423235
118528;Hippocampus;0.40894014073591867
118528;Thalamus;0.6806332512866413
118528;WhiteMatter;0.8474994973933303
118528-PP;Amygdala;0.3367635005919315
118528-PP;GreyMatter;0.7145210708423235
118528-PP;Hippocampus;0.40894014073591867
118528-PP;Thalamus;0.6806332512866413
118528-PP;WhiteMatter;0.8474994973933303
118730;Amygdala;0.438039320345165
118730;GreyMatter;0.7168024774815924
118730;Hippocampus;0.45969216448921246
118730;Thalamus;0.6849947323533838
118730;WhiteMatter;0.8396426133985192
118730-PP;Amygdala;0.438039320345165
118730-PP;GreyMatter;0.7168024774815924
118730-PP;Hippocampus;0.45969216448921246
118730-PP;Thalamus;0.6849947323533838
118730-PP;WhiteMatter;0.8396426133985192
118932;Amygdala;0.4776456111566858
118932;GreyMatter;0.7318994914050952
118932;Hippocampus;0.4927735221852869
118932;Thalamus;0.7350105686446358
118932;WhiteMatter;0.8106807526256541
118932-PP;Amygdala;0.4776456111566858
118932-PP;GreyMatter;0.7318994914050952
118932-PP;Hippocampus;0.4927735221852869
118932-PP;Thalamus;0.7350105686446358
118932-PP;WhiteMatter;0.8106807526256541
120111;Amygdala;0.43069679849340864
120111;GreyMatter;0.7167093455141071
120111;Hippocampus;0.489891527622617
120111;Thalamus;0.7311205285462347
120111;WhiteMatter;0.8576745364967551
120111-PP;Amygdala;0.43069679849340864
120111-PP;GreyMatter;0.7167093455141071
120111-PP;Hippocampus;0.489891527622617
120111-PP;Thalamus;0.7311205285462347
120111-PP;WhiteMatter;0.8576745364967551
122317;Amygdala;0.5273257226135536
122317;GreyMatter;0.7325238831263152
122317;Hippocampus;0.48596857301026275
122317;Thalamus;0.6743858359370214
122317;WhiteMatter;0.8139463950923413
122317-PP;Amygdala;0.5273257226135536
122317-PP;GreyMatter;0.7325238831263152
122317-PP;Hippocampus;0.48596857301026275
122317-PP;Thalamus;0.6743858359370214
122317-PP;WhiteMatter;0.8139463950923413
122620;Amygdala;0.43263265117140476
122620;GreyMatter;0.7245727089130833
122620;Hippocampus;0.3875390542057209
122620;Thalamus;0.6658096280087528
122620;WhiteMatter;0.8448419991950079
122620-PP;Amygdala;0.43263265117140476
122620-PP;GreyMatter;0.7245727089130833
122620-PP;Hippocampus;0.3875390542057209
122620-PP;Thalamus;0.6658096280087528
122620-PP;WhiteMatter;0.8448419991950079
123117;Amygdala;0.3948626605418581
123117;GreyMatter;0.6966180078812362
123117;Hippocampus;0.30416772877899567
123117;Thalamus;0.26199115395820644
123117;WhiteMatter;0.7745660078095071
123117-PP;Amygdala;0.3948626605418581
123117-PP;GreyMatter;0.6966180078812362
123117-PP;Hippocampus;0.30416772877899567
123117-PP;Thalamus;0.26199115395820644
123117-PP;WhiteMatter;0.7745660078095071
123925;Amygdala;0.44906852598322256
123925;GreyMatter;0.6976004805713459
123925;Hippocampus;0.3828696925329429
123925;Thalamus;0.6640976236351959
123925;WhiteMatter;0.8309224960961435
123925-PP;Amygdala;0.44906852598322256
123925-PP;GreyMatter;0.6976004805713459
123925-PP;Hippocampus;0.3828696925329429
123925-PP;Thalamus;0.6640976236351959
123925-PP;WhiteMatter;0.8309224960961435
124422;Amygdala;0.520888140587183
124422;GreyMatter;0.7204193535762894
124422;Hippocampus;0.4718796059266155
124422;Thalamus;0.7824019799400808
124422;WhiteMatter;0.7829172775750987
124422-PP;Amygdala;0.520888140587183
124422-PP;GreyMatter;0.7204193535762894
124422-PP;Hippocampus;0.4718796059266155
124422-PP;Thalamus;0.7824019799400808
124422-PP;WhiteMatter;0.7829172775750987
