LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43582834167632284
Amygdala;DICE;STD;0.058388472442246146
GreyMatter;DICE;MEAN;0.7104038682889492
GreyMatter;DICE;STD;0.014011076359227536
Hippocampus;DICE;MEAN;0.4303707356572244
Hippocampus;DICE;STD;0.0719901654681711
Thalamus;DICE;MEAN;0.673437564055816
Thalamus;DICE;STD;0.14216881078439145
WhiteMatter;DICE;MEAN;0.8035696817854179
WhiteMatter;DICE;STD;0.027424941086071294
